ward,total,win_num,anc,da,reg
93403033,4035,2088,2088,89,7390
93403034,4173,2390,2390,39,7980
93403035,3428,3214,3214,81,6937
93403036,2728,2405,2405,165,6825
93403037,3228,2857,2857,147,6734
93403038,3034,2668,2668,192,6219
93403039,3618,3397,3397,86,7045
93403040,3494,3320,3320,25,6728
93404001,3266,3051,3051,57,6536
93404002,3001,2605,2605,42,6470
93404003,3704,2958,2958,167,6972
93404004,3499,3165,3165,111,7061
93404005,3344,1935,1935,119,6862
93404006,2621,2107,2107,70,5980
93404007,2370,2024,2024,37,5476
93404008,2377,2040,2040,42,5350
93404009,3142,2911,2911,92,6057
93404010,2329,2079,2079,30,5256
93404011,2832,2616,2616,44,5571
93404012,2850,2347,2347,50,6194
93404013,2601,2411,2411,49,5845
93404014,2965,2686,2686,45,5926
93404015,3060,2818,2818,64,6361
93404016,2833,2500,2500,107,6188
93404017,2368,2005,2005,85,5317
93404018,3059,2866,2866,54,6090
93404019,2657,2403,2403,117,5456
93404020,3593,1774,1774,1268,6569
93404021,3516,1813,1547,1813,6796
93404022,3147,2827,2827,101,6117
93404023,2703,1717,1717,291,5354
93404024,3484,3061,3061,219,6370
93404025,3567,3178,3178,82,6579
93404026,3306,2942,2942,195,5981
93404027,2797,2434,2434,259,6270
93404028,3374,2864,2864,325,6721
93404029,3753,3329,3329,252,6427
93404030,2933,2737,2737,110,5710
93404031,3123,2910,2910,89,5795
93404032,2898,2603,2603,124,6358
93404033,2475,2229,2229,124,6111
93404034,1899,1705,1705,106,5073
93404035,2403,2120,2120,145,6245
93404036,2976,2740,2740,139,6630
93404037,2405,2194,2194,51,5230
93404038,2655,2425,2425,103,5832
93501001,1577,1472,1472,28,3078
93501002,1997,1867,1867,23,3843
93501003,1576,1439,1439,50,3289
93501004,1459,1387,1387,15,3182
93501005,1597,1466,1466,48,2982
93501006,1552,1420,1420,38,3188
93501007,1828,1552,1552,42,3806
93501008,1240,1130,1130,21,2843
93501009,2153,2022,2022,84,4172
93501010,1912,1768,1768,45,3724
93501011,1739,1592,1592,73,3492
93501012,1780,1380,1380,291,3216
93501013,1516,1373,1373,58,3185
93501014,1527,1364,1364,125,3106
93501015,1794,1725,1725,10,3162
93501016,1743,1616,1616,102,3262
93501017,1962,1919,1919,16,3605
93501018,2412,1598,1598,96,3895
93501019,1735,1187,1187,52,4130
93501020,1991,1956,1956,13,3475
93501021,1900,1228,1228,191,3516
93502001,1479,1390,1390,27,3102
93502002,1586,1316,1316,59,3331
93502003,1868,1713,1713,24,3559
93502004,1560,1408,1408,38,3276
93502005,1672,1240,1240,26,3260
93502006,1506,1256,1256,19,2984
93502007,1723,1586,1586,23,3717
93502008,1813,1606,1606,12,3382
93502009,1497,1249,1249,33,3031
93502010,1701,1452,1452,28,3380
93502011,1815,1609,1609,88,3443
93502012,1687,1331,1331,88,3319
93502013,1312,1109,1109,72,2923
93502014,1780,1427,1427,163,3778
93502015,1792,1535,1535,132,3448
93502016,1751,1435,1435,27,3793
93502017,1444,1240,1240,15,2821
93502018,1421,1087,1087,28,2984
93502019,1891,1610,1610,34,3572
93503001,1487,991,991,162,2917
93503002,2135,1906,1906,48,3917
93503003,1350,1208,1208,30,2776
93503004,1559,1372,1372,29,3193
93503005,1598,1431,1431,42,2927
93503006,1669,1507,1507,49,3674
93503007,1836,1679,1679,62,3622
93503008,1911,1672,1672,66,3831
93503009,1908,1739,1739,44,3656
93503010,1861,1562,1562,196,3329
93503011,1406,1256,1256,62,2921
93503012,1214,1079,1079,48,2581
93503013,1708,1503,1503,105,3029
93503014,1792,1620,1620,46,3422
93504001,3479,2721,2721,225,6685
93504002,3525,2837,2837,104,7142
93504003,2937,2572,2572,78,6040
93504004,2826,2619,2619,35,6083
93504005,3230,2937,2937,92,7024
93504006,2802,1993,1993,510,6142
93504007,3041,2565,2565,129,6154
93504008,3315,3034,3034,117,6049
93504009,2830,2544,2544,90,5467
93504010,2976,2695,2695,106,6367
93504011,3091,2735,2735,135,6321
93504012,1900,1472,1472,137,5990
93504013,3153,2752,2752,148,6810
93504014,2789,2416,2416,123,5761
93504015,3586,3274,3274,50,6181
93504016,4018,3670,3670,129,7340
93504017,2206,1848,1848,121,4984
93504018,3051,2714,2714,89,6907
93504019,2780,1839,1839,687,6329
93504020,3728,1794,1794,1536,7150
93504021,3858,2707,796,2707,6868
93504022,3200,1775,1059,1775,6213
93504023,3547,2232,884,2232,8399
93504024,3265,2919,2919,91,5777
93504025,2817,2298,2298,182,7002
93504026,1071,912,912,64,6358
93504027,2718,2269,2269,97,6323
93504028,3022,2797,2797,85,5989
93504029,2383,1896,1896,161,5181
93504030,2889,2496,2496,54,5520
93504031,3239,2885,2885,128,6312
93504032,3345,2755,2755,173,6171
93504033,3541,2776,2776,255,6924
93504034,3265,2724,2724,70,6688
93504035,3004,2576,2576,52,5544
93504036,3347,3100,3100,97,6150
93504037,2631,2262,2262,99,5925
93504038,3092,2858,2858,45,5683
93505001,1489,1274,1274,72,3531
93505002,1592,1401,1401,57,3746
93505003,1312,1178,1178,83,3104
93505004,1405,1196,1196,46,2761
93505005,1701,1360,1360,157,3248
93505006,1528,1350,1350,39,3450
93505007,1916,1753,1753,30,3724
93505008,1379,1175,1175,79,3196
93505009,1225,1079,1079,23,2830
93505010,1351,1185,1185,35,2986
93505011,1728,1480,1480,58,3287
93505012,1402,1136,1136,50,2950
93505013,1866,1291,1291,97,3272
93505014,1796,1583,1583,104,3648
93505015,1531,1011,1011,143,3417
93505016,1209,871,871,80,2839
93505017,1551,1114,1114,99,3313
93505018,1271,838,838,111,2985
93505019,2165,1690,1690,90,4294
93505020,1637,1265,1265,17,3486
93505021,1370,1020,1020,31,3711
93505022,1501,1114,1114,23,3887
93505023,1801,1471,1471,63,4425
93505024,1356,1214,1214,20,3071
93505025,1559,1333,1333,13,3292
93505026,1680,1418,1418,59,3505
93505027,2015,1769,1769,23,3946
93505028,1554,1213,1213,18,2956
93505029,2429,1190,1190,93,3531
93601001,1363,948,948,298,2929
93601002,3049,1659,1116,1659,5471
93601003,2054,805,805,47,4345
93601004,1085,598,598,398,2442
93601005,898,600,600,223,2478
93601006,848,515,515,194,3104
93601007,1889,1126,1126,261,3558
93601008,1183,832,832,210,2967
93601009,2492,2015,2015,154,3994
93601010,1670,1434,1434,80,3441
93601011,1327,1153,1153,34,3082
93601012,911,627,627,135,1106
93602001,1712,1545,1545,83,2871
93602002,1186,1024,1024,102,3052
93602003,1506,1050,1050,309,2962
93602004,1956,1181,696,1181,4039
93602005,2031,1080,1080,896,4096
93602006,1684,1582,1582,14,2973
93602007,2127,2026,2026,11,3746
93602008,2233,2094,2094,21,4132
93602009,2119,1890,1890,28,3950
93602010,2157,2018,2018,8,3952
93602011,1823,1558,1558,112,3451
93602012,1976,1836,1836,16,3799
93604001,2923,2347,2347,188,4677
93604002,1640,1475,1475,36,2817
93604003,1045,780,780,161,2284
93604004,1954,1190,162,1190,3173
93604005,1557,1189,1189,247,2804
93605001,1876,1462,1462,158,3047
93605002,1300,893,893,216,2738
93605003,1996,1602,1602,168,3549
93605004,2203,1612,80,1612,3184
93605005,1893,1778,1778,45,3213
93605006,2162,1963,1963,43,3646
93605007,2292,1905,1905,197,3621
93605008,1833,1123,550,1123,3294
93605009,1574,1437,1437,71,2722
93606001,3558,2585,877,2585,6311
93606002,2087,1925,1925,76,3459
93606003,1242,1190,1190,33,2222
93606004,2625,2249,2249,311,4128
93606005,1491,1404,1404,47,2493
93606006,1608,1387,1387,173,2739
93606007,2051,1436,1436,229,3156
93606008,1299,856,856,152,2777
93606009,649,492,492,153,1044
93607001,2301,2118,2118,18,4555
93607002,1893,1589,1589,18,4046
93607003,2002,1291,1291,76,3864
93607004,1899,1703,1703,59,3689
93607005,1881,1697,1697,15,3839
93607006,2226,2101,2101,24,4507
93607007,1996,1781,1781,73,3712
93607008,2148,1928,1928,28,4230
93607009,2149,1610,1610,36,4172
93607010,1915,1662,1662,34,3894
93607011,2510,1996,1996,33,4714
93607012,2047,1396,1396,251,4315
93607013,2280,2103,2103,16,4496
93607014,1904,1678,1678,44,3837
93607015,1891,1663,1663,30,3857
93607016,2066,1593,1593,173,4397
93607017,2493,1965,1965,99,4589
93607018,2348,2060,2060,49,4602
93607019,2142,1921,1921,54,4249
93607020,2699,2456,2456,70,4726
93607021,1634,1370,1370,126,3501
93607022,2041,1661,1661,223,4281
93607023,1936,1649,1649,74,3943
93607024,2250,1832,1832,82,4340
93607025,2667,2467,2467,90,4648
93607026,1863,1507,1507,77,3866
93607027,2069,1663,1663,53,4351
93607028,1961,1606,1606,75,4148
93607029,2309,2035,2035,72,4656
93607030,2212,1975,1975,74,4395
93607031,3626,1949,1949,1368,5890
93607032,2127,1247,619,1247,4278
94701001,1388,923,923,18,2979
94701002,919,470,470,12,1987
94701003,2449,1306,1306,25,4764
94701004,1164,728,728,14,2749
94701005,969,621,621,254,2150
94701006,1742,859,859,63,3661
94701007,1595,758,758,743,3657
94701008,2001,1672,1672,49,3566
94701009,1964,1791,1791,39,3825
94701010,2170,1332,1332,27,3497
94701011,1600,1440,1440,35,3411
94701012,2021,1803,1803,51,4020
94701013,1729,1438,1438,106,3478
94701014,1614,858,858,121,2964
94701015,2227,1433,1433,118,3936
94701016,1710,1549,1549,67,3926
94702001,2104,1467,1467,74,3695
94702002,1864,1235,1235,398,3691
94702003,1706,921,921,13,3121
94702004,1430,969,969,14,2998
94702005,1958,1424,1424,27,3437
94702006,1781,1049,582,46,3466
94702007,2109,997,997,111,3948
94702008,1756,979,979,29,3517
94702009,2187,1031,1031,33,3390
94702010,2109,1065,714,88,3743
94702011,1843,1017,675,23,3290
94702012,1985,833,807,139,3805
94702013,1821,1231,458,1231,3913
94702014,1899,1467,1467,71,3986
94702015,1521,805,805,86,3586
94702016,1853,1237,1237,108,3852
94702017,1698,1525,1525,37,3231
94702018,1957,1867,1867,14,3408
94702019,2139,1631,1631,31,3926
94702020,2268,1607,1607,64,4335
94702021,2037,1735,1735,82,3923
94702022,1442,1165,1165,123,3246
94702023,2062,1733,1733,40,3976
94702024,2064,1715,1715,118,4091
94702025,2019,1798,1798,77,3890
94702026,2024,1663,1663,51,3869
94702027,2020,1398,1398,82,3898
94702028,2188,1833,1833,94,3988
94702029,1876,1466,1466,52,4228
94702030,1334,1044,1044,137,3238
94703001,1823,1534,1534,140,3650
94703002,2167,1786,1786,31,4198
94703003,1916,1639,1639,40,4140
94703004,2022,1656,1656,14,3802
94703005,1836,1527,1527,44,3672
94703006,2061,1784,1784,16,3548
94703007,1913,1782,1782,10,3400
94703008,2036,1859,1859,33,4054
94703009,1828,1464,1464,30,4256
94703010,1814,1429,1429,35,3572
94703011,1443,1070,1070,28,3269
94703012,2206,1662,1662,36,3861
94703013,1920,1757,1757,31,4149
94703014,1754,1301,1301,35,3750
94703015,1292,1100,1100,13,3214
94703016,1539,1350,1350,46,3850
94703017,1944,1561,1561,23,4183
94703018,1487,1337,1337,31,3923
94703019,2050,1779,1779,63,4300
94703020,2071,1665,1665,24,3941
94703021,1692,1378,1378,76,3477
94703022,2206,1632,1632,31,4347
94703023,1544,1100,1100,151,3284
94703024,1716,1443,1443,18,3579
94703025,2400,1636,1636,35,4276
94703026,1787,1579,1579,34,3821
94703027,1221,995,995,25,3564
94703028,1841,1591,1591,49,4376
94703029,1288,1180,1180,40,3208
94703030,1875,1678,1678,39,3643
94703031,1776,1642,1642,18,3563
94704001,1537,1345,1345,23,3019
94704002,1668,1446,1446,13,3437
94704003,1705,1500,1500,28,3245
94704004,1652,946,946,27,3002
94704005,1663,1476,1476,20,3195
94704006,1794,1533,1533,13,3774
94704007,2243,1646,1646,55,3858
94704008,1529,1308,1308,20,3296
94704009,1427,1130,1130,19,3055
94704010,1769,1458,1458,110,2979
94704011,1809,1445,1445,119,3506
94704012,1421,1325,1325,13,3192
94704013,1482,1339,1339,22,2877
94705001,2113,1226,1226,455,3938
94705002,1764,1546,1546,26,3925
94705003,2201,1900,1900,15,4694
94705004,1509,1435,1435,17,3868
94705005,1700,1526,1526,17,3618
94705006,1748,1611,1611,24,3839
94705007,1720,1598,1598,29,3985
94705008,1990,1765,1765,15,4715
94705009,1945,1670,1670,98,4451
94705010,1735,1602,1602,31,4160
94705011,1860,1595,1595,24,3767
94705012,1575,1342,1342,60,4058
94705013,1970,1669,1669,45,4645
94705014,1907,1628,1628,94,4622
94705015,1917,1274,1274,27,3695
94705016,1711,1543,1543,22,3725
94705017,2173,1578,1578,79,4540
94705018,1839,877,877,372,3996
94705019,2057,1543,1543,25,4459
94705020,2156,1357,1357,55,4587
94705021,1928,886,886,49,3584
94705022,2242,1229,1229,758,4046
94705023,2113,1422,1422,38,4171
94705024,2267,2103,2103,70,4335
94705025,1801,1479,1479,45,4680
94705026,1986,1673,1673,17,3749
94705027,1173,922,922,15,4078
94705028,1112,963,963,7,4579
94705029,1385,1289,1289,4,4354
94705030,2114,1765,1765,48,3998
94705031,1544,1036,1036,368,4316
